Name,Country.Code,Indicator.Name.x,Indicator.Code.x,X2019.x,gdpcap,Country.Name.y,Indicator.Name.y,Indicator.Code.y,X2019.y,urbpop,Country.Name.x.x,Indicator.Name.x.x,Indicator.Code.x.x,HealthExppCap,Country.Name.y.y,Indicator.Name.y.y,Indicator.Code.y.y,X2019,AirTransport,Country.Name.x.x.x,AgeDependancy,Country.Name.y.y.y,Indicator.Name.x.x.x,MilitaryEx,Country.Name.x.x.x.x,Indicator.Name.y.y.y,HospitalBeds,Country.Name.y.y.y.y,Indicator.Name,PovertyRate,WHO.Region,totalcases,Cases...cumulative.total.per.100000.population,Cases...newly.reported.in.last.7.days,Cases...newly.reported.in.last.7.days.per.100000.population,Cases...newly.reported.in.last.24.hours,totaldeaths,Deaths...cumulative.total.per.100000.population,Deaths...newly.reported.in.last.7.days,Deaths...newly.reported.in.last.7.days.per.100000.population,Deaths...newly.reported.in.last.24.hours,deathrate
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,68941.46223,59270.18,Iceland,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.855,93.898,Iceland,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6274.959473,Iceland,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,35823,13594,Iceland,53.95555593,Iceland,Military expenditure (% of GDP),NA,Iceland,"Hospital beds (per 1,000 people)",3.06,Iceland,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,183974,50523.708,1082,297.143,611,110,30.209,9,2.472,8,5.979105743202844e-4
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,43951.24773,44168.94,Israel,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.501,92.587,Israel,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3456.386963,Israel,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,49276,12221,Israel,67.34389298,Israel,Military expenditure (% of GDP),5.624526933,Israel,"Hospital beds (per 1,000 people)",3.02,Israel,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.2,Europe,4018872,46431.205,41658,481.287,4733,10601,122.476,14,0.162,0,0.0026378048367800716
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,33641.63375,31714.22,Italy,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.736,71.039,Italy,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2905.5,Italy,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,260599,99250,Italy,56.9592203,Italy,Military expenditure (% of GDP),1.567524891,Italy,"Hospital beds (per 1,000 people)",3.18,Italy,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.5,Europe,15467395,25933.952,431452,723.409,62586,161187,270.26,935,1.568,155,0.010421082541694965
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5369.498371,4664.53,Jamaica,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.985,56.311,Jamaica,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,327.4035339,Jamaica,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Jamaica,48.00765339,Jamaica,Military expenditure (% of GDP),1.73506094,Jamaica,"Hospital beds (per 1,000 people)",1.72,Jamaica,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.7,Americas,129108,4360.038,184,6.214,15,2919,98.576,20,0.675,2,0.022608978529603124
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4405.487109,4282.77,Jordan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.203,91.418,Jordan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,334.04422,Jordan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,36550,10108,Jordan,58.24673154,Jordan,Military expenditure (% of GDP),4.962536061,Jordan,"Hospital beds (per 1,000 people)",1.47,Jordan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1,Eastern Mediterranean,1694957,16612.121,741,7.262,0,14055,137.752,7,0.069,0,0.008292245761986882
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,40777.6087,40193.25,Japan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.698,91.782,Japan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4360.473633,Japan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1018436,659764,Japan,69.04978924,Japan,Military expenditure (% of GDP),0.996825438,Japan,"Hospital beds (per 1,000 people)",13.05,Japan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.7,Western Pacific,7180734,5677.526,348357,275.432,56704,28825,22.791,369,0.292,60,0.00401421358875012
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,9812.595808,9122.23,Kazakhstan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.54,57.671,Kazakhstan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,272.9652405,Kazakhstan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,89436,55358,Kazakhstan,58.84859739,Kazakhstan,Military expenditure (% of GDP),1.054852453,Kazakhstan,"Hospital beds (per 1,000 people)",6.07,Kazakhstan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,1394143,7424.854,159,0.847,25,19013,101.258,0,0,0,0.01363776886589109
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1912.647867,1878.58,Kenya,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.507,27.995,Kenya,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,83.41162872,Kenya,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,138192,33178,Kenya,69.77580096,Kenya,Military expenditure (% of GDP),1.104839819,Kenya,"Hospital beds (per 1,000 people)",NA,Kenya,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),37,Africa,323588,601.786,91,0.169,5,5649,10.506,1,0.002,0,0.01745738408099188
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,1643.121389,1543.67,Cambodia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.805,24.232,Cambodia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,113.3104401,Cambodia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,14850,5639.574,Cambodia,55.70939635,Cambodia,Military expenditure (% of GDP),2.44546663,Cambodia,"Hospital beds (per 1,000 people)",0.9,Cambodia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Western Pacific,135998,813.436,164,0.981,18,3055,18.273,0,0,0,0.022463565640671188
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1601.861869,1653.54,Kiribati,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.835,55.594,Kiribati,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,172.3057404,Kiribati,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,4388,3751.74,Kiribati,67.03398126,Kiribati,Military expenditure (% of GDP),NA,Kiribati,"Hospital beds (per 1,000 people)",1.86,Kiribati,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.3,Western Pacific,3069,2569.297,1,0.837,0,13,10.883,0,0,0,0.004235907461713913
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,32373.25112,24811.77,Kuwait,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,Kuwait,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1758.674194,Kuwait,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,50959,17004,Kuwait,32.44684216,Kuwait,Military expenditure (% of GDP),6.496067484,Kuwait,"Hospital beds (per 1,000 people)",2.04,Kuwait,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Eastern Mediterranean,630641,14767.135,612,14.331,0,2555,59.828,0,0,0,0.004051433382859662
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2635.800015,2629.71,Lao PDR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.645,36.29,Lao PDR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,68.22131348,Lao PDR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,16359,6537,Lao PDR,56.7555735,Lao PDR,Military expenditure (% of GDP),NA,Lao PDR,"Hospital beds (per 1,000 people)",1.5,Lao PDR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),10,Western Pacific,198346,2726.196,9361,128.664,929,707,9.717,23,0.316,5,0.0035644782350034787
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,7578.172368,4649.55,Lebanon,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.758,88.925,Lebanon,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,663.0510864,Lebanon,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,26942,9812,Lebanon,48.40724224,Lebanon,Military expenditure (% of GDP),3.032645417,Lebanon,"Hospital beds (per 1,000 people)",2.73,Lebanon,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Eastern Mediterranean,1095099,16044.36,1249,18.299,188,10352,151.668,26,0.381,3,0.009453026621337431
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,672.3404992,632.94,Liberia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.615,52.089,Liberia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,52.56287003,Liberia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Liberia,77.59052762,Liberia,Military expenditure (% of GDP),1.277930141,Liberia,"Hospital beds (per 1,000 people)",0.8,Liberia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),44.4,Africa,7402,146.352,0,0,0,294,5.813,0,0,0,0.03971899486625236
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,7685.948132,3699.29,Libya,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.393,80.691,Libya,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Libya,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,11339,6032.238,Libya,47.73360647,Libya,Military expenditure (% of GDP),7.69,Libya,"Hospital beds (per 1,000 people)",3.2,Libya,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Eastern Mediterranean,501834,7303.343,96,1.397,0,6429,93.563,10,0.146,0,0.012811009218187688
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,175813.8756,NA,Liechtenstein,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.371,14.416,Liechtenstein,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Liechtenstein,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Liechtenstein,NA,Liechtenstein,Military expenditure (% of GDP),NA,Liechtenstein,"Hospital beds (per 1,000 people)",NA,Liechtenstein,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Europe,16818,43404.651,134,345.833,0,82,211.629,0,0,0,0.004875728386252824
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3852.265603,3680.67,Sri Lanka,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.585,18.713,Sri Lanka,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,160.6969605,Sri Lanka,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,33050,10045,Sri Lanka,53.65162543,Sri Lanka,Military expenditure (% of GDP),1.933104238,Sri Lanka,"Hospital beds (per 1,000 people)",4.15,Sri Lanka,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.9,South-East Asia,662748,3095.037,323,1.508,0,16494,77.027,6,0.028,0,0.02488728747578265
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1113.37214,875.35,Lesotho,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.585,29.028,Lesotho,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,124.193634,Lesotho,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Lesotho,59.20232815,Lesotho,Military expenditure (% of GDP),1.595690228,Lesotho,"Hospital beds (per 1,000 people)",1.3,Lesotho,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),27.2,Africa,32968,1538.943,13,0.607,0,697,32.536,0,0,0,0.02114171317641349
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,19575.76848,20233.64,Lithuania,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.855,68.046,Lithuania,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1369.979492,Lithuania,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,2506,2619,Lithuania,56.48452793,Lithuania,Military expenditure (% of GDP),2.121434369,Lithuania,"Hospital beds (per 1,000 people)",6.56,Lithuania,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.9,Europe,1046395,37450.297,8877,317.706,1310,8997,322.001,51,1.825,9,0.008598091542868612
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,113218.7133,116014.6,Luxembourg,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.223,91.453,Luxembourg,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6220.741211,Luxembourg,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,51938,32964.6,Luxembourg,42.75183499,Luxembourg,Military expenditure (% of GDP),0.756798,Luxembourg,"Hospital beds (per 1,000 people)",4.66,Luxembourg,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.3,Europe,227528,36340.056,5973,953.989,1189,1052,168.022,10,1.597,1,0.004623606764881685
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,17926.84159,17726.25,Latvia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.222,68.315,Latvia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1166.797852,Latvia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,61692,23100,Latvia,59.0317997,Latvia,Military expenditure (% of GDP),2.300046109,Latvia,"Hospital beds (per 1,000 people)",5.57,Latvia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.3,Europe,811056,42515.418,5703,298.95,1139,5680,297.745,28,1.468,3,0.0070032155609477025
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3235.00066,3058.69,Morocco,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.994,63.532,Morocco,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,174.2237701,Morocco,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,91254,32519,Morocco,52.38010744,Morocco,Military expenditure (% of GDP),4.281028881,Morocco,"Hospital beds (per 1,000 people)",1,Morocco,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.9,Eastern Mediterranean,1164189,3154.081,463,1.254,54,16061,43.513,0,0,0,0.013795869914592905
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,189487.1471,173688.19,Monaco,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,Monaco,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2905.84375,Monaco,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,3,NA,Monaco,NA,Monaco,Military expenditure (% of GDP),NA,Monaco,"Hospital beds (per 1,000 people)",13.8,Monaco,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Europe,11299,28791.662,280,713.485,38,56,142.697,2,5.096,0,0.004956190813346314
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,522.9895243,471.49,Madagascar,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.861,38.534,Madagascar,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,19.84997559,Madagascar,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,10600,4225.333,Madagascar,75.94244879,Madagascar,Military expenditure (% of GDP),0.738679822,Madagascar,"Hospital beds (per 1,000 people)",NA,Madagascar,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),78.8,Africa,64089,231.443,39,0.141,0,1390,5.02,2,0.007,0,0.021688589305497042
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,10561.61351,6924.11,Maldives,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.238,40.669,Maldives,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,854.3706055,Maldives,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,27199,21519.174,Maldives,30.19680952,Maldives,Military expenditure (% of GDP),NA,Maldives,"Hospital beds (per 1,000 people)",NA,Maldives,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,South-East Asia,178320,32988.989,158,29.23,0,298,55.13,0,0,0,0.001671152983400628
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9950.45008,8329.27,Mexico,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.444,80.731,Mexico,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,540.3723145,Mexico,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,605632,322333,Mexico,50.27056808,Mexico,Military expenditure (% of GDP),0.573651659,Mexico,"Hospital beds (per 1,000 people)",0.99,Mexico,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),2.7,Americas,5723862,4439.417,1914,1.484,1,323805,251.143,25,0.019,0,0.05657107037171756
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,4073.10983,4129.85,Marshall Islands,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.417,77.794,Marshall Islands,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,664.3184815,Marshall Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1967,1918,Marshall Islands,NA,Marshall Islands,Military expenditure (% of GDP),NA,Marshall Islands,"Hospital beds (per 1,000 people)",2.7,Marshall Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.8,Western Pacific,4,6.757,0,0,0,0,0,0,0,0,0
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,6070.388054,5917.26,North Macedonia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.208,58.482,North Macedonia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,436.8871765,North Macedonia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,North Macedonia,44.48245357,North Macedonia,Military expenditure (% of GDP),1.284198882,North Macedonia,"Hospital beds (per 1,000 people)",4.28,North Macedonia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.4,Europe,308152,14790.965,1012,48.575,185,9256,444.278,16,0.768,0,0.030037124535943302
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,879.0431873,862.45,Mali,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.136,43.909,Mali,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,34.28177643,Mali,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Mali,97.95884972,Mali,Military expenditure (% of GDP),3.325340131,Mali,"Hospital beds (per 1,000 people)",0.1,Mali,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),16.3,Africa,30602,151.115,83,0.41,13,729,3.6,1,0.005,0,0.02382197242010326
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,30186.19596,27884.64,Malta,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.678,94.744,Malta,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2531.910889,Malta,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,19317,6289.09,Malta,55.51558753,Malta,Military expenditure (% of GDP),0.562732853,Malta,"Hospital beds (per 1,000 people)",4.49,Malta,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1,Europe,87441,16993.221,3774,733.436,408,669,130.013,19,3.692,2,0.007650873160188013
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1271.111575,1467.6,Myanmar,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.852,31.141,Myanmar,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,60.01587296,Myanmar,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,64320,30407.914,Myanmar,46.459378890000004,Myanmar,Military expenditure (% of GDP),2.892609959,Myanmar,"Hospital beds (per 1,000 people)",1.04,Myanmar,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.4,South-East Asia,612480,1125.68,348,0.64,20,19434,35.718,0,0,0,0.03173001567398119
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,8910.650834,7677.15,Montenegro,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.15,67.488,Montenegro,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,735.1588745,Montenegro,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,7192,NA,Montenegro,51.09030556,Montenegro,Military expenditure (% of GDP),2.053450498,Montenegro,"Hospital beds (per 1,000 people)",3.86,Montenegro,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),2.9,Europe,233901,37241.705,378,60.185,72,2708,431.168,2,0.318,2,0.011577547765935161
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4404.84583,4060.95,Mongolia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.543,68.657,Mongolia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,163.441864,Mongolia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,8310,3166,Mongolia,54.81138116,Mongolia,Military expenditure (% of GDP),0.765310217,Mongolia,"Hospital beds (per 1,000 people)",8,Mongolia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.5,Western Pacific,920119,28067.041,335,10.219,30,2108,64.302,0,0,0,0.0022910080109203265
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,506.6416391,448.54,Mozambique,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.528,37.074,Mozambique,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,39.46094131,Mozambique,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,12178,6779,Mozambique,88.4112508,Mozambique,Military expenditure (% of GDP),1.077682793,Mozambique,"Hospital beds (per 1,000 people)",0.7,Mozambique,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),63.7,Africa,225304,720.847,32,0.102,3,2200,7.039,0,0,0,0.009764584738841743
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1743.302901,1701.99,Mauritania,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.507,55.327,Mauritania,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,57.88484573,Mauritania,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,5566,2205,Mauritania,75.01782301,Mauritania,Military expenditure (% of GDP),2.471884312,Mauritania,"Hospital beds (per 1,000 people)",NA,Mauritania,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),6,Africa,58679,1262.007,4,0.086,0,982,21.12,0,0,0,0.01673511818538148
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,11097.16898,8627.84,Mauritius,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.766,40.76,Mauritius,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,685.9456177,Mauritius,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,14937,4319,Mauritius,41.45243268,Mauritius,Military expenditure (% of GDP),0.159564903,Mauritius,"Hospital beds (per 1,000 people)",3.4,Mauritius,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.2,Africa,218229,17159.498,1498,117.789,0,990,77.844,5,0.393,0,0.004536518977771057
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,591.8463896,636.82,Malawi,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.174,17.427,Malawi,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,30.40028763,Malawi,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1354,367.394,Malawi,83.93713508,Malawi,Military expenditure (% of GDP),1.104893019,Malawi,"Hospital beds (per 1,000 people)",1.3,Malawi,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),69.2,Africa,85713,448.057,37,0.193,6,2628,13.738,1,0.005,0,0.030660459906898602
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11432.823,10412.35,Malaysia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.607,77.16,Malaysia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,436.61203,Malaysia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,498878,167785,Malaysia,44.15828212,Malaysia,Military expenditure (% of GDP),1.136284199,Malaysia,"Hospital beds (per 1,000 people)",1.88,Malaysia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Western Pacific,4352611,13448.097,72020,222.517,10052,35363,109.26,171,0.528,22,0.008124548690429721
Namibia,"NAM",GDP per capita (current US$),NY.GDP.PCAP.CD,5009.685904,4179.28,Namibia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.042,52.033,Namibia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,427.2562256,Namibia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1806,593.365,Namibia,67.86148888,Namibia,Military expenditure (% of GDP),3.276343535,Namibia,"Hospital beds (per 1,000 people)",2.7,Namibia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),13.8,Africa,157914,6214.872,89,3.503,0,4021,158.251,1,0.039,0,0.025463226819661334
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,34788.52928,NA,New Caledonia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.104,71.518,New Caledonia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,New Caledonia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,New Caledonia,46.64078507,New Caledonia,Military expenditure (% of GDP),NA,New Caledonia,"Hospital beds (per 1,000 people)",NA,New Caledonia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Western Pacific,60521,21198.397,29,10.158,0,312,109.283,0,0,0,0.005155235372845789
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,554.0993893,567.67,Niger,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.517,16.626,Niger,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,31.39763641,Niger,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Niger,109.5032853,Niger,Military expenditure (% of GDP),2.44726902,Niger,"Hospital beds (per 1,000 people)",0.39,Niger,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),41.4,Africa,8846,36.544,24,0.099,0,308,1.272,0,0,0,0.03481799683472756
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2229.858652,2097.09,Nigeria,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.157,51.958,Nigeria,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,71.46572876,Nigeria,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,68734,47034.679,Nigeria,85.96235196,Nigeria,Military expenditure (% of GDP),0.627907835,Nigeria,"Hospital beds (per 1,000 people)",0.5,Nigeria,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),39.1,Africa,255633,124.01,58,0.028,0,3142,1.524,0,0,0,0.012291057883763052
